id,route_id,seq,time_or_label,timezone,activity,type,location,from_location,to_location,duration_minutes,name
139,1,1,"00:00","","Pickup at your location in Surabaya. Our team meets you at the agreed pick-up point, confirms the booking details, and begins the overnight overland drive toward the Bromo transit point to start the midnight tour flow.",TravelAction,"",Surabaya,Bromo Transit,150,Surabaya to Bromo Pickup
140,1,2,"02:30","","Arrive at the Bromo transit point and transition to a private 4WD Jeep. After switching vehicles, the Bromo sunrise program starts, continuing by Jeep into the Bromo area according to the sunrise touring sequence.",TouristAttractionVisit,Bromo Transit Point,"","",180,Start Bromo Sunrise Tour
141,1,3,"05:30","","Witness the sunrise from the viewpoint area. This is the dedicated time window for sunrise viewing, taking photos, and enjoying the changing light across the landscape from the designated Bromo viewpoint.",TouristAttractionVisit,Bromo Viewpoint,"","",210,Bromo Sunrise Viewing
142,1,4,"07:00","","Explore the Sea of Sand and continue to the Bromo crater area. This segment covers moving through the Sea of Sand zone and completing the approach to the crater, including the climb up to the crater viewpoint/rim area as stated in the route plan.",TouristAttractionVisit,Sea of Sand and Bromo Crater,"","",120,Explore Sea of Sand and Bromo Crater
143,1,5,"09:00","","After completing the Bromo activity sequence, return from the Bromo area to the transit point. This is the regrouping and transfer-back step before the breakfast stop and the return drive.",TravelAction,"",Bromo,Transit Point,30,Return to Transit Point
144,1,6,"09:30","","Enjoy a simple breakfast at a local restaurant (included). This is a short, practical meal break after the Bromo morning route, with time to sit down and recharge before departing back to Surabaya.",TouristAttractionVisit,Local Restaurant,"","",60,Simple Breakfast
145,1,7,10:30,"",Start the journey back to Surabaya. This is the main return transfer segment by road after finishing the Bromo sunrise route and breakfast stop.,TravelAction,"",Bromo,Surabaya,240,Bromo to Surabaya Return
146,1,8,14:30,"","Estimated arrival back in Surabaya. Upon arrival, proceed with the final transfer to your requested drop-off point (hotel/airport/station). Tour ends after the drop-off is completed.",TravelAction,"","",Surabaya,30,Arrival in Surabaya
147,4,1,12:00,"","Pickup at your location in Surabaya. Meet our team at the confirmed pick-up point, complete a quick departure check, and begin the transfer toward the Mount Bromo area (Cemoro Lawang).",TravelAction,"",Surabaya,Bromo Area,30,Surabaya to Bromo Pickup
148,4,2,12:30,"","Stop at a local restaurant for lunch (cost not included). This is the planned lunch break during the transfer day, allowing time to order and dine before continuing to the Bromo area.",TouristAttractionVisit,Local Restaurant,"","",210,Lunch at Local Restaurant
149,4,3,16:00,"",Arrive at the Mount Bromo area and complete hotel check-in. This step covers arrival at your accommodation in the Bromo area and settling in for the next part of the program.,CheckInAction,Mount Bromo Hotel,"","",10,Check-in Bromo Hotel
150,7,1,"08:00","",Enjoy breakfast at the accommodation (included). This is the planned morning start with breakfast at your hotel/accommodation before the city tour departures.,TouristAttractionVisit,Accommodation,"","",60,Breakfast at Accommodation
151,7,2,"09:00","",Pick up at your hotel in Surabaya and transfer to the Heroes Monument area. This is the short transfer to the first city tour stop to begin the day’s sequence.,TravelAction,"",Hotel in Surabaya,Heroes Monument,30,Pick up and Transfer to Heroes Monument
152,7,3,"09:30","",Visit the Heroes Monument & Museum November 10. This visit window is allocated for exploring the monument area and the museum exhibits as part of the Surabaya city tour program.,TouristAttractionVisit,Heroes Monument & Museum November 10,"","",120,Visit Heroes Monument & Museum
153,7,4,11:30,"","House of Sampoerna Tour. This scheduled visit time is dedicated to touring the House of Sampoerna site according to the city tour plan, including time for walking through the designated areas of the attraction.",TouristAttractionVisit,House of Sampoerna,"","",90,House of Sampoerna Tour
154,7,5,13:00,"","Lunch with typical Surabaya cuisine (fees not included). This is the planned meal stop during the city tour, allowing time to order local dishes and take a short rest before continuing.",TouristAttractionVisit,Local Restaurant in Surabaya,"","",90,Lunch with Surabaya Cuisine
155,7,6,14:30,"",Take pictures at Cheng Ho Mosque. This is a dedicated photo stop at the mosque location as part of the afternoon city tour sequence.,TouristAttractionVisit,Cheng Ho Mosque,"","",60,Photo Session at Cheng Ho Mosque
156,7,7,15:30,"","Cross the Suramadu Bridge. This segment covers the scheduled crossing of the bridge as part of the route flow, with time allocated for the drive across.",TouristAttractionVisit,Suramadu Bridge,"","",60,Crossing Suramadu Bridge
157,7,8,16:30,"","Return to the hotel in Surabaya. This is the final transfer back from the last stop, concluding the day tour upon arrival at the hotel.",TravelAction,"",Suramadu Bridge,Hotel in Surabaya,30,Return to Hotel
158,5,1,12:00,"",Pickup at your location in Surabaya and begin the transfer to the Tumpak Sewu area (Lumajang). This segment is the overland journey from the city to the waterfall area accommodation zone.,TravelAction,"",Surabaya,Tumpak Sewu area,210,Pickup and Transfer to Tumpak Sewu
159,5,2,15:30,"",Arrive at the Tumpak Sewu area and check in at the homestay/cottage. This is the scheduled arrival and check-in process so you can settle at the accommodation near the Tumpak Sewu area.,CheckInAction,Homestay in Tumpak Sewu area,"","",30,Check-in at Tumpak Sewu Homestay
160,6,1,"08:00","","Enjoy breakfast at the accommodation (included). This is the scheduled morning meal time before departure, allowing you to start the day with breakfast at your accommodation.",TouristAttractionVisit,Accommodation,"","",60,Breakfast at Accommodation
161,6,2,"09:00","",Pick up at your hotel in Surabaya and depart for Prigen Safari Park. This is the transfer segment from Surabaya to the safari destination to begin the day’s planned visit.,TravelAction,"",Hotel in Surabaya,Prigen Safari Park,90,Pick up and Transfer to Prigen Safari
162,6,3,10:30,"","Arrive at Prigen Safari Park and start the Safari Adventure. This is the main safari visit window, allocated for entering the park and following the planned safari activities during your time on-site.",TouristAttractionVisit,Prigen Safari Park,"","",150,Safari Adventure at Prigen
163,6,4,13:00,"","Lunch inside the safari area (fees not included). This is the scheduled lunch break within the park area, allowing time to order and dine before continuing the day’s onward travel.",TouristAttractionVisit,Safari Area Restaurant,"","",120,Lunch at Safari Area
164,6,5,15:00,"",Finish at Taman Safari and begin the journey to the Bromo area. This segment marks the transition from the safari visit to the overland transfer toward your Bromo-area accommodation.,TravelAction,"",Prigen Safari Park,Bromo area,120,Transfer to Bromo Area
165,6,6,17:00,"",Arrive in the Bromo area and check in at the hotel. This is the scheduled arrival and check-in process at your accommodation in the Bromo area after the transfer.,CheckInAction,Hotel in Bromo area,"","",30,Check-in at Bromo Hotel
166,26,1,"07:30","","Starting the Tumpak Sewu trekking. Begin the scheduled trekking session at Tumpak Sewu Waterfall, using the allotted time to complete the on-site waterfall experience before the long transfer day continues.",TouristAttractionVisit,Tumpak Sewu Waterfall,"","",240,Tumpak Sewu Trekking
167,26,2,11:30,"","Lunch (included), then start the long journey to Bondowoso (about 5-6 hours). Take the included lunch break and proceed directly into the extended overland transfer from Tumpak Sewu toward Bondowoso (Ijen area).",TravelAction,"",Tumpak Sewu,Bondowoso,300,Lunch and Transfer to Bondowoso
168,26,3,16:30,"","Arrive in Bondowoso, check-in hotel. Reach Bondowoso and complete the hotel check-in process after the long drive, ensuring you are settled for the Ijen-area schedule.",CheckInAction,Hotel in Bondowoso,"","",10,Check-in at Bondowoso Hotel
169,26,4,17:00,"",A health screening will be conducted by medical personnel directly at your hotel. This is a brief vital-signs screening step scheduled as a prerequisite before the Ijen climbing program.,TouristAttractionVisit,Hotel in Bondowoso,"","",15,Health screening for Ijen Climb
170,26,5,18:00,"","Dinner is served at the accommodation (included). End the day with the included dinner at the accommodation, allowing time to rest after trekking and a long transfer.",TouristAttractionVisit,Accommodation,"","",60,Dinner at Accommodation
171,25,1,"07:30","","Starting the Tumpak Sewu trekking. Begin the scheduled trekking session at Tumpak Sewu Waterfall, following the planned route on-site to experience the waterfall area during the allocated activity block.",TouristAttractionVisit,Tumpak Sewu Waterfall,"","",240,Tumpak Sewu Trekking
172,25,2,11:30,"","Lunch at a local restaurant (included). Take the planned lunch break after the trekking session, with time to sit down and eat before the long afternoon transfer.",TouristAttractionVisit,Local Restaurant,"","",60,Lunch
173,25,3,12:30,"",Starting the journey to the Mount Bromo area. Depart from the Tumpak Sewu area and begin the overland transfer to the Mount Bromo accommodation zone as scheduled.,TravelAction,"",Tumpak Sewu,Mount Bromo area,270,Transfer to Mount Bromo Area
174,25,4,16:30,"","Arrive at Bromo area and check-in hotel. Reach the Bromo area and complete hotel check-in, concluding the day’s relocation and preparing for the next morning’s Bromo program.",CheckInAction,Hotel in Bromo area,"","",10,Check-in at Bromo Hotel
175,28,1,"07:30","","Starting the Tumpak Sewu trekking. Begin the scheduled trekking session at Tumpak Sewu Waterfall, focusing on the on-site waterfall experience during the allocated morning block.",TouristAttractionVisit,Tumpak Sewu Waterfall,"","",240,Tumpak Sewu Trekking
176,28,2,11:30,"","Lunch (included), then travel to Malang (about 2-3 hours). Take the included lunch break after trekking, then depart on the planned road transfer to Malang.",TravelAction,"",Tumpak Sewu,Malang,180,Lunch and Transfer to Malang
177,28,3,14:30,"","Arrive in Malang, check-in hotel. Reach Malang and complete hotel check-in, concluding the day’s transition from the Tumpak Sewu area to the city base.",CheckInAction,Hotel in Malang,"","",10,Check-in at Malang Hotel
178,27,1,"07:30","","Starting the Tumpak Sewu trekking. Begin the scheduled trekking experience at Tumpak Sewu Waterfall, using the allocated block to complete the waterfall-area visit before returning to Surabaya later.",TouristAttractionVisit,Tumpak Sewu Waterfall,"","",240,Tumpak Sewu Trekking
179,27,2,11:30,"","Lunch (included), then travel to Surabaya (about 4-5 hours). Take the included lunch break and then begin the long road transfer back to Surabaya as scheduled.",TravelAction,"",Tumpak Sewu,Surabaya,300,Lunch and Transfer to Surabaya
180,27,3,16:30,"","Arrive in Surabaya, transfer to hotel/airport. Tour ends. Reach Surabaya and complete the final transfer to the requested drop-off point (hotel/airport), concluding the tour services.",TravelAction,"","",Surabaya Hotel/Airport,30,Arrival and Transfer in Surabaya
181,37,1,12:00,"","Pickup at your location in Surabaya. Meet at the confirmed pickup point and begin the transfer, starting with a short drive segment toward the planned lunch stop.",TravelAction,"",Surabaya,Local Restaurant,30,Pickup and Transfer to Lunch Stop
182,37,2,12:30,"","Stop at a local restaurant for lunch (cost not included). Take the scheduled lunch break, with time to order food and rest briefly before continuing the drive to Malang.",TouristAttractionVisit,Local Restaurant,"","",60,Lunch Stop
183,37,3,15:30,"","Arrive in Malang, check-in at your hotel. Reach Malang and complete the check-in process at your accommodation, concluding the transfer day upon successful check-in.",CheckInAction,Hotel in Malang,"","",30,Check-in at Malang Hotel
184,38,1,"09:00",WIB,"Short break after Ijen Hike. Use this short recovery window in the Ijen area to rest briefly after the hike, reorganize personal items, and prepare for the onward transfer to the harbor.",TouristAttractionVisit,Ijen Area,"","",30,Short break after the hike
185,38,2,"09:30",WIB,Start the journey to Ketapang Harbor. Depart from the Ijen area and begin the road transfer to Ketapang Harbor to connect with the ferry crossing to Bali.,TravelAction,"",Ijen area,Ketapang Harbor,60,Transfer to Ketapang
186,38,3,10:30,WIB,Arrive at Ketapang Port and board the ferry. Proceed through the port arrival and boarding flow to begin the ferry crossing toward Gilimanuk Harbor in Bali.,TravelAction,"",Ketapang Port,Gilimanuk Harbor,60,Ferry to Gilimanuk Harbor
187,38,4,12:30,"","Arrive at Gilimanuk Harbor, Bali (+1 hour time zone). Disembark at Gilimanuk and adjust to the time zone difference, completing the crossing segment upon arrival in Bali.",TravelAction,"",Gilimanuk Harbor,Bali,10,Arrival at Bali
189,39,1,"08:00","","Short break after Ijen Hike. Take a short recovery break in the Ijen area after the hike, allowing time to rest briefly and prepare for the return logistics.",TouristAttractionVisit,Ijen Area,"","",30,Short break after the hike
190,39,2,"09:00","","Return to hotel in Bondowoso, before start the journey to Surabaya. Depart from the Ijen area and proceed with the transfer flow toward Surabaya as scheduled, closing the Ijen-area segment for the day.",TravelAction,"",Ijen area,Surabaya,390,Check-out and Transfer to Surabaya
191,39,3,12:00,"","Having lunch at the hotel. Use this planned meal break at the hotel restaurant as scheduled, allowing time to sit down and eat before continuing the remaining transfer segment.",TouristAttractionVisit,Restaurant at the hotel,"","",60,Having lunch at the hotel
192,39,4,16:00,"","Arrive in Surabaya, transfer to hotel/airport. Tour ends. Reach Surabaya and complete the final transfer to the requested drop-off point (hotel/airport), concluding services after drop-off.",TravelAction,"","",Surabaya Hotel/Airport,30,Arrival and Transfer in Surabaya
193,40,1,"09:00","","Short break after Ijen Hike. Use this recovery window at the accommodation in the Ijen area for breakfast and a short rest after the hike, preparing for check-out and the next transfer.",TouristAttractionVisit,Accommodation in Ijen,"","",60,Breakfast at Accommodation
194,40,2,"09:30","",Start the journey to Tumpak Sewu area. Check out from the Ijen area and begin the long overland transfer to Lumajang (Tumpak Sewu area) as scheduled for the day.,TravelAction,"",Ijen area,Lumajang,390,Check-out and Transfer to Lumajang
195,40,3,12:30,"","Quick lunch stop on the way (cost not included). Take a short meal break during the transfer, allowing time to eat and rest briefly before continuing the drive to the Tumpak Sewu area.",TouristAttractionVisit,Local Restaurant on the way,"","",60,Quick Lunch Stop
196,40,4,16:00,"","Arrive at the Tumpak Sewu area (Lumajang) and check-in at the homestay. Reach the homestay in the Tumpak Sewu area and complete the check-in process, concluding the day’s transfer.",CheckInAction,Homestay in Tumpak Sewu,"","",30,Check-in at Tumpak Sewu Homestay
197,41,1,"02:00","","Starting the Bromo Jeep tour. Begin the scheduled early-morning Jeep-based Bromo sunrise program, following the Mount Bromo touring sequence within the allocated time block.",TouristAttractionVisit,Mount Bromo,"","",390,Bromo Jeep Tour
198,41,2,"09:00","","Back to the hotel for breakfast. Return from the Bromo program to the hotel and take the planned breakfast break, allowing time to rest briefly before check-out and the next destination transfer.",TouristAttractionVisit,Hotel,"","",60,Breakfast at Hotel
199,41,3,11:00,"","Check-out, travel to Madakaripura Waterfall. Complete the hotel check-out process in the Bromo area, then begin the road transfer to Madakaripura Waterfall to start the canyon waterfall segment of the day.",TravelAction,"",Bromo Hotel,Madakaripura Waterfall,60,Check-out and Transfer to Madakaripura
200,41,4,"00:00","","Arrive at Madakaripura and start trekking. Arrive at the Madakaripura area and begin the scheduled trekking session, using the full activity block for the on-site waterfall exploration as planned.",TouristAttractionVisit,Madakaripura Waterfall,"","",180,Madakaripura Trekking
201,41,5,15:00,"","Finish explore Madakaripura waterfall. Conclude the trekking and on-site exploration segment at Madakaripura, regroup at the designated meeting point, and prepare for departure to the next transfer leg.",TravelAction,Madakaripura Waterfall,"","","0",Finish explore Madakaripura waterfall
202,41,6,15:00,"","Start the long journey to Bondowoso (about 3 hours). Depart from the Madakaripura area and begin the overland transfer to Bondowoso (Ijen area), using the scheduled travel window for the afternoon relocation.",TravelAction,"",Madakaripura,Bondowoso,180,Transfer to Bondowoso
203,41,7,18:00,"","Arrive in Bondowoso, check-in hotel. Reach Bondowoso and complete the hotel check-in process after the long day, ensuring you are settled before the evening prerequisite procedures.",CheckInAction,Hotel in Bondowoso,"","",10,Check-in at Bondowoso Hotel
204,41,8,18:30,"",A health screening will be conducted by medical personnel directly at your hotel. This is a brief vital-signs check scheduled as a prerequisite before the Ijen climbing program.,TouristAttractionVisit,Hotel in Bondowoso,"","",15,Health screening for Ijen
205,41,9,19:00,"","Dinner is served at the accommodation (included). End the day with the included dinner at the accommodation, allowing time to rest after the early start, trekking, and long-distance travel.",TouristAttractionVisit,Accommodation,"","",60,Dinner at Accommodation
206,42,1,"02:00","","Starting the Bromo Jeep tour. Begin the scheduled early-morning Jeep-based Bromo sunrise program, completing the Mount Bromo touring block within the allocated time window before continuing to the next destination.",TouristAttractionVisit,Mount Bromo,"","",390,Bromo Jeep Tour
207,42,2,"09:00","","Back to the hotel for breakfast. Return from the Bromo program to the hotel and take the planned breakfast break, allowing time to refresh before check-out and transfer to Madakaripura.",TouristAttractionVisit,Hotel,"","",90,Breakfast at Hotel
208,42,3,11:00,"","Check-out, travel to Madakaripura Waterfall. Complete hotel check-out in the Bromo area and begin the transfer to Madakaripura Waterfall, moving to the canyon-waterfall segment of the day.",TravelAction,"",Bromo Hotel,Madakaripura Waterfall,60,Check-out and Transfer to Madakaripura
209,42,4,"00:00","","Arrive at Madakaripura and start trekking. Arrive at the Madakaripura area and begin the scheduled trekking session, using the allocated time for on-site exploration of the waterfall area as planned.",TouristAttractionVisit,Madakaripura Waterfall,"","",120,Madakaripura Trekking
210,42,5,15:00,"","Finish explore Madakaripura waterfall. Conclude the trekking and exploration segment at Madakaripura, regroup at the meeting point, and transition to the next transfer leg according to schedule.",TouristAttractionVisit,Madakaripura Waterfall,"","","0",Finish explore Madakaripura waterfall
211,42,6,15:00,"","Start the journey to Malang (about 3-4 hours). Depart from the Madakaripura area and begin the overland transfer to Malang, using the planned travel time for the afternoon relocation.",TravelAction,"",Madakaripura,Malang,180,Transfer to Malang
212,42,7,18:30,"","Arrive in Malang, check-in hotel. Reach Malang and complete hotel check-in, concluding the day’s program upon arrival at the accommodation.",CheckInAction,Hotel in Malang,"","",10,Check-in at Malang Hotel
213,43,1,"02:00","","Starting the Bromo Jeep tour. Begin the scheduled early-morning Jeep-based Mount Bromo program, completing the sunrise touring block as the first major segment of the marathon day.",TouristAttractionVisit,Mount Bromo,"","",390,Bromo Jeep Tour
214,43,2,"09:00","",Back to the hotel for breakfast. Return to the hotel after the Bromo program and take the planned breakfast break before check-out and transfer to Madakaripura.,TouristAttractionVisit,Hotel,"","",60,Breakfast at Hotel
215,43,3,10:00,"","Check-out, travel to Madakaripura Waterfall. Complete hotel check-out in the Bromo area and begin the transfer to Madakaripura Waterfall for the planned trekking session.",TravelAction,"",Bromo Hotel,Madakaripura Waterfall,60,Check-out and Transfer to Madakaripura
216,43,4,11:00,"","Arrive at Madakaripura and start trekking. Arrive at Madakaripura and start the scheduled trekking/exploration session, using the allocated time to complete the on-site waterfall visit.",TouristAttractionVisit,Madakaripura Waterfall,"","",180,Madakaripura Trekking
217,43,5,13:30,"","After trekking, have lunch (fees not included). Take the planned lunch break after trekking, allowing time to eat and rest before the long afternoon transfer to Ketapang Harbor.",TouristAttractionVisit,Local Restaurant,"","",60,Lunch after Trekking
218,43,6,14:30,"","Start the very long journey to Ketapang Harbor (about 5-6 hours). Depart Madakaripura and begin the extended overland transfer to Ketapang Harbor, timing the drive to reach the harbor connection on schedule.",TravelAction,"",Madakaripura,Ketapang Harbor,360,Transfer to Ketapang Harbor
219,43,7,20:30,"","Arrive at Ketapang Harbor (Banyuwangi). Our Java-side tour ends here. Reach Ketapang Harbor and complete the arrival handover; this is the end point of the Java-side land tour services for the day.",TravelAction,"","",Ketapang Harbor,30,Arrival at Ketapang Harbor
220,44,1,"02:00","","Starting the Bromo Jeep tour. Begin the scheduled early-morning Jeep-based Mount Bromo program, completing the sunrise touring block before continuing to the waterfall and transfer segments.",TouristAttractionVisit,Mount Bromo,"","",390,Bromo Jeep Tour
221,44,2,"09:00","","Back to the hotel for breakfast. Return to the hotel after the Bromo program and take breakfast as scheduled, allowing time to refresh before check-out and transfer to Madakaripura.",TouristAttractionVisit,Hotel,"","",60,Breakfast at Hotel
222,44,3,11:00,"","Check-out, travel to Madakaripura Waterfall. Complete hotel check-out in the Bromo area and begin the road transfer to Madakaripura Waterfall for the planned trekking session.",TravelAction,"",Bromo Hotel,Madakaripura Waterfall,60,Check-out and Transfer to Madakaripura
223,44,4,"00:00","","Arrive at Madakaripura and start trekking. Arrive at Madakaripura and start the scheduled trekking/exploration program, using the allocated time for the on-site waterfall experience.",TouristAttractionVisit,Madakaripura Waterfall,"","",180,Madakaripura Trekking
224,44,5,15:00,"","Finish explore Madakaripura waterfall. Conclude the trekking and on-site exploration at Madakaripura, regroup as scheduled, and prepare for departure toward the Tumpak Sewu (Lumajang) area.",TouristAttractionVisit,Local Restaurant,"","","0",Finish explore Madakaripura waterfall
225,44,6,15:00,"",Start the journey to the Tumpak Sewu area (Lumajang) (about 3-4 hours). Depart from the Madakaripura area and begin the overland transfer to the Tumpak Sewu accommodation zone in Lumajang.,TravelAction,"",Madakaripura,Tumpak Sewu area,210,Transfer to Tumpak Sewu Area
226,44,7,18:00,"","Arrive at the Tumpak Sewu area, check-in at the homestay. Reach the Tumpak Sewu area and complete the homestay check-in process, concluding the day’s multi-stop transfer schedule.",CheckInAction,Homestay in Tumpak Sewu,"","",30,Check-in at Tumpak Sewu Homestay
227,45,1,"08:00","","Breakfast at your hotel in Malang (included). Start the morning with the included breakfast at the Malang hotel, allowing time to prepare and organize for the scheduled midday departure to the Bromo area.",TouristAttractionVisit,Hotel in Malang,"","",60,Breakfast at Hotel
228,45,2,12:00,"","Pickup at your hotel in Malang and start the journey to Bromo. Meet at the hotel pickup point and begin the overland transfer from Malang to the Bromo area, using the allocated travel time for the climb toward Cemoro Lawang.",TravelAction,"",Hotel in Malang,Bromo,150,Pickup and Transfer to Bromo
229,45,3,14:30,"","Arrive in the Cemoro Lawang (Bromo) area and check-in at your hotel. Arrive in Cemoro Lawang and complete the hotel check-in process, settling in at the Bromo-area accommodation in preparation for the upcoming Bromo schedule.",CheckInAction,Hotel in Cemoro Lawang,"","",10,Check-in at Bromo Hotel
